Index: 1, Salutary Label: 1, Ground Truth: 1, Influence Score: -9.640733878768515e-06
Index: 13951, Salutary Label: 1, Ground Truth: 1, Influence Score: 5.725166829506634e-07
Index: 13967, Salutary Label: 7, Ground Truth: 7, Influence Score: 16.457767486572266
Index: 13971, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.0016307028708979487
Index: 14001, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.04102145880460739
Index: 14055, Salutary Label: 5, Ground Truth: 5, Influence Score: 116417.7578125
Index: 14069, Salutary Label: 9, Ground Truth: 9, Influence Score: 1937498.5
Index: 14097, Salutary Label: 7, Ground Truth: 7, Influence Score: 1364464.375
Index: 14109, Salutary Label: 9, Ground Truth: 7, Influence Score: 246392.0
Index: 14110, Salutary Label: 0, Ground Truth: 8, Influence Score: 450.86865234375
Index: 14129, Salutary Label: 9, Ground Truth: 9, Influence Score: 11317.291015625
Index: 14138, Salutary Label: 8, Ground Truth: 8, Influence Score: 5.1657633781433105
Index: 14141, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.16857756674289703
Index: 14157, Salutary Label: 7, Ground Truth: 7, Influence Score: 2.290966033935547
Index: 14171, Salutary Label: 1, Ground Truth: 1, Influence Score: -7.050900308058772e-09
Index: 14181, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.025588802993297577
Index: 14209, Salutary Label: 9, Ground Truth: 9, Influence Score: 81203.015625
Index: 14219, Salutary Label: 9, Ground Truth: 9, Influence Score: 192948.953125
Index: 14225, Salutary Label: 5, Ground Truth: 5, Influence Score: 256.50921630859375
Index: 14237, Salutary Label: 7, Ground Truth: 4, Influence Score: 571.3858642578125
Index: 14240, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.044632792472839355
Index: 14259, Salutary Label: 9, Ground Truth: 9, Influence Score: 153.7100830078125
Index: 14268, Salutary Label: 8, Ground Truth: 8, Influence Score: 113806.453125
Index: 14278, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.014435524120926857
Index: 14311, Salutary Label: 1, Ground Truth: 1, Influence Score: 92.95741271972656
Index: 14327, Salutary Label: 7, Ground Truth: 7, Influence Score: 72.47238159179688
Index: 14351, Salutary Label: 1, Ground Truth: 1, Influence Score: 4.225754673825577e-05
Index: 14367, Salutary Label: 7, Ground Truth: 7, Influence Score: 7039.71044921875
Index: 14376, Salutary Label: 6, Ground Truth: 6, Influence Score: 167.35491943359375
Index: 14385, Salutary Label: 5, Ground Truth: 2, Influence Score: 823900.875
Index: 14391, Salutary Label: 1, Ground Truth: 1, Influence Score: 498.322021484375
Index: 14401, Salutary Label: 1, Ground Truth: 1, Influence Score: 91.09831237792969
Index: 14421, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.007423745468258858
Index: 14457, Salutary Label: 7, Ground Truth: 7, Influence Score: 251068.046875
Index: 14487, Salutary Label: 7, Ground Truth: 4, Influence Score: 324694.8125
Index: 14518, Salutary Label: 8, Ground Truth: 8, Influence Score: -4.6990386181278154e-05
Index: 14521, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.09639088064432144
Index: 14531, Salutary Label: 1, Ground Truth: 8, Influence Score: 1902386.0
Index: 14546, Salutary Label: 6, Ground Truth: 6, Influence Score: 3.6975739002227783
Index: 14557, Salutary Label: 7, Ground Truth: 5, Influence Score: 1667578.875
Index: 14601, Salutary Label: 1, Ground Truth: 1, Influence Score: 1200.0634765625
Index: 14669, Salutary Label: 9, Ground Truth: 9, Influence Score: 883462.5
Index: 14697, Salutary Label: 7, Ground Truth: 7, Influence Score: 24.311845779418945
Index: 14701, Salutary Label: 1, Ground Truth: 1, Influence Score: 39.04833984375
Index: 14731, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.0070524755865335464
Index: 14740, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.0019413859117776155
Index: 14798, Salutary Label: 8, Ground Truth: 8, Influence Score: 120.37821960449219
Index: 14801, Salutary Label: 1, Ground Truth: 1, Influence Score: 625.7119140625
Index: 14847, Salutary Label: 7, Ground Truth: 4, Influence Score: 488.4658203125
Index: 14891, Salutary Label: 1, Ground Truth: 1, Influence Score: 263917.125
Index: 14901, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.0006773295463062823
Index: 14918, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.08523598313331604
Index: 14941, Salutary Label: 1, Ground Truth: 0, Influence Score: 342644.34375
Index: 14959, Salutary Label: 9, Ground Truth: 9, Influence Score: 3172.745361328125
Index: 15001, Salutary Label: 1, Ground Truth: 1, Influence Score: 4.967535972595215
Index: 15019, Salutary Label: 9, Ground Truth: 6, Influence Score: 84528.0
Index: 15029, Salutary Label: 9, Ground Truth: 9, Influence Score: 780.348388671875
Index: 15033, Salutary Label: 3, Ground Truth: 6, Influence Score: 1908648.0
Index: 15128, Salutary Label: 8, Ground Truth: 8, Influence Score: 1.137558683694806e-05
Index: 15131, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.03876872360706329
Index: 15140, Salutary Label: 0, Ground Truth: 0, Influence Score: 17.726179122924805
Index: 15163, Salutary Label: 3, Ground Truth: 7, Influence Score: 138828.0625
Index: 15197, Salutary Label: 7, Ground Truth: 7, Influence Score: 2.5414087772369385
Index: 15200, Salutary Label: 0, Ground Truth: 0, Influence Score: 84.02912139892578
Index: 15221, Salutary Label: 1, Ground Truth: 1, Influence Score: 1285583.875
Index: 15238, Salutary Label: 8, Ground Truth: 8, Influence Score: 339.3938903808594
Index: 15250, Salutary Label: 0, Ground Truth: 0, Influence Score: 1437.22705078125
Index: 15271, Salutary Label: 1, Ground Truth: 9, Influence Score: 4984.171875
Index: 15295, Salutary Label: 5, Ground Truth: 8, Influence Score: 1872356.0
Index: 15329, Salutary Label: 9, Ground Truth: 0, Influence Score: 363895.4375
Index: 15359, Salutary Label: 9, Ground Truth: 9, Influence Score: 54821.1953125
Index: 15365, Salutary Label: 5, Ground Truth: 5, Influence Score: 1654.92236328125
Index: 15385, Salutary Label: 5, Ground Truth: 7, Influence Score: 8627.87109375
Index: 15395, Salutary Label: 5, Ground Truth: 8, Influence Score: 517479.5
Index: 15401, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.00037870503729209304
Index: 15415, Salutary Label: 5, Ground Truth: 5, Influence Score: 18311.40234375
Index: 15421, Salutary Label: 1, Ground Truth: 9, Influence Score: 91.89340209960938
Index: 15439, Salutary Label: 9, Ground Truth: 9, Influence Score: 224.11134338378906
Index: 15443, Salutary Label: 3, Ground Truth: 2, Influence Score: 1874754.75
Index: 15458, Salutary Label: 8, Ground Truth: 8, Influence Score: 15.258001327514648
Index: 15488, Salutary Label: 8, Ground Truth: 8, Influence Score: 34.66448211669922
Index: 15509, Salutary Label: 9, Ground Truth: 0, Influence Score: 476465.0
Index: 15519, Salutary Label: 9, Ground Truth: 8, Influence Score: 1691469.75
Index: 15523, Salutary Label: 3, Ground Truth: 4, Influence Score: 1687.273193359375
Index: 15571, Salutary Label: 1, Ground Truth: 8, Influence Score: 117592.1328125
Index: 15598, Salutary Label: 8, Ground Truth: 8, Influence Score: 740.402587890625
Index: 15607, Salutary Label: 7, Ground Truth: 7, Influence Score: 12295.060546875
Index: 15611, Salutary Label: 1, Ground Truth: 1, Influence Score: 7.490362804674078e-06
Index: 15641, Salutary Label: 1, Ground Truth: 1, Influence Score: 40.93787384033203
Index: 15659, Salutary Label: 9, Ground Truth: 9, Influence Score: 1550.9705810546875
Index: 15677, Salutary Label: 7, Ground Truth: 7, Influence Score: 29213.37890625
Index: 15686, Salutary Label: 6, Ground Truth: 6, Influence Score: 3.945284366607666
Index: 15707, Salutary Label: 7, Ground Truth: 7, Influence Score: 21.148231506347656
Index: 15711, Salutary Label: 1, Ground Truth: 1, Influence Score: 26564.7265625
Index: 15726, Salutary Label: 6, Ground Truth: 6, Influence Score: 2.4328174591064453
Index: 15778, Salutary Label: 8, Ground Truth: 8, Influence Score: 657.9779052734375
Index: 15787, Salutary Label: 7, Ground Truth: 7, Influence Score: 20.195619583129883
Index: 15817, Salutary Label: 7, Ground Truth: 7, Influence Score: 38.95127868652344
Index: 15829, Salutary Label: 9, Ground Truth: 9, Influence Score: 10545.296875
Index: 15857, Salutary Label: 7, Ground Truth: 2, Influence Score: 1395255.0
Index: 15861, Salutary Label: 1, Ground Truth: 1, Influence Score: -1.293576951866271e-05
Index: 15895, Salutary Label: 5, Ground Truth: 5, Influence Score: 3445.39501953125
Index: 15905, Salutary Label: 5, Ground Truth: 2, Influence Score: 40978.71484375
Index: 15919, Salutary Label: 9, Ground Truth: 9, Influence Score: 1561.7110595703125
Index: 15921, Salutary Label: 1, Ground Truth: 1, Influence Score: 76.60778045654297
Index: 15945, Salutary Label: 5, Ground Truth: 5, Influence Score: 310.15087890625
Index: 15967, Salutary Label: 7, Ground Truth: 7, Influence Score: 35.38041687011719
Index: 15979, Salutary Label: 9, Ground Truth: 8, Influence Score: 62788.5
Index: 16019, Salutary Label: 9, Ground Truth: 8, Influence Score: 1837171.5
Index: 16069, Salutary Label: 9, Ground Truth: 9, Influence Score: 28134.732421875
Index: 16071, Salutary Label: 1, Ground Truth: 9, Influence Score: 53312.75390625
Index: 16114, Salutary Label: 4, Ground Truth: 4, Influence Score: 4282.23583984375
Index: 16131, Salutary Label: 1, Ground Truth: 1, Influence Score: 285759.78125
Index: 16157, Salutary Label: 7, Ground Truth: 7, Influence Score: 1041.4310302734375
Index: 16173, Salutary Label: 3, Ground Truth: 4, Influence Score: 975763.0
Index: 16211, Salutary Label: 1, Ground Truth: 1, Influence Score: 437.7406311035156
Index: 16238, Salutary Label: 8, Ground Truth: 8, Influence Score: 3017.55517578125
Index: 16251, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.66887979907915e-05
Index: 16279, Salutary Label: 9, Ground Truth: 9, Influence Score: 18124.919921875
Index: 16328, Salutary Label: 8, Ground Truth: 8, Influence Score: 6282.20654296875
Index: 16371, Salutary Label: 1, Ground Truth: 1, Influence Score: 1138.23681640625
Index: 16380, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.020045077428221703
Index: 16399, Salutary Label: 9, Ground Truth: 9, Influence Score: 10662.2646484375
Index: 16408, Salutary Label: 8, Ground Truth: 8, Influence Score: 32933.18359375
Index: 16445, Salutary Label: 5, Ground Truth: 5, Influence Score: 601161.875
Index: 16458, Salutary Label: 8, Ground Truth: 8, Influence Score: 55.7713623046875
Index: 16469, Salutary Label: 9, Ground Truth: 9, Influence Score: 185892.953125
Index: 16477, Salutary Label: 7, Ground Truth: 7, Influence Score: 94117.9453125
Index: 16487, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.22095102071762085
Index: 16503, Salutary Label: 3, Ground Truth: 4, Influence Score: 377983.375
Index: 16513, Salutary Label: 3, Ground Truth: 4, Influence Score: 867634.375
Index: 16528, Salutary Label: 8, Ground Truth: 8, Influence Score: 89157.4296875
Index: 16559, Salutary Label: 9, Ground Truth: 8, Influence Score: 1875903.25
Index: 16571, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0015540204476565123
Index: 16601, Salutary Label: 1, Ground Truth: 1, Influence Score: 18170.8125
Index: 16630, Salutary Label: 0, Ground Truth: 0, Influence Score: 4307.91845703125
Index: 16643, Salutary Label: 3, Ground Truth: 6, Influence Score: 903704.0
Index: 16731, Salutary Label: 1, Ground Truth: 1, Influence Score: 1738.37890625
Index: 16779, Salutary Label: 9, Ground Truth: 9, Influence Score: 7203.0634765625
Index: 16793, Salutary Label: 3, Ground Truth: 3, Influence Score: 595314.5
Index: 16808, Salutary Label: 8, Ground Truth: 8, Influence Score: 9638.419921875
Index: 16839, Salutary Label: 9, Ground Truth: 9, Influence Score: 509741.5625
Index: 16847, Salutary Label: 7, Ground Truth: 7, Influence Score: 48512.62109375
Index: 16858, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.010426155291497707
Index: 16860, Salutary Label: 0, Ground Truth: 2, Influence Score: 1252.7525634765625
Index: 16877, Salutary Label: 7, Ground Truth: 7, Influence Score: 5.063148021697998
Index: 16891, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.912430474883877e-05
Index: 16949, Salutary Label: 9, Ground Truth: 9, Influence Score: 127927.328125
Index: 16959, Salutary Label: 9, Ground Truth: 9, Influence Score: 146531.96875
Index: 16979, Salutary Label: 9, Ground Truth: 8, Influence Score: 842192.5
Index: 17018, Salutary Label: 8, Ground Truth: 8, Influence Score: 128.08364868164062
Index: 17031, Salutary Label: 1, Ground Truth: 8, Influence Score: 408140.0
Index: 17068, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.7907007336616516
Index: 17071, Salutary Label: 1, Ground Truth: 1, Influence Score: 1.2765932311253891e-08
Index: 17097, Salutary Label: 7, Ground Truth: 7, Influence Score: 279.4630432128906
Index: 17108, Salutary Label: 8, Ground Truth: 8, Influence Score: 1035.3936767578125
Index: 17111, Salutary Label: 1, Ground Truth: 1, Influence Score: 2.472020149230957
Index: 17146, Salutary Label: 6, Ground Truth: 6, Influence Score: 42.907752990722656
Index: 17161, Salutary Label: 1, Ground Truth: 1, Influence Score: 9.389975730300648e-08
Index: 17177, Salutary Label: 7, Ground Truth: 0, Influence Score: 312122.25
Index: 17187, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.02948462776839733
Index: 17211, Salutary Label: 1, Ground Truth: 9, Influence Score: -0.2510652542114258
Index: 17220, Salutary Label: 0, Ground Truth: 0, Influence Score: 3.4105873107910156
Index: 17240, Salutary Label: 0, Ground Truth: 0, Influence Score: 3570.9248046875
Index: 17279, Salutary Label: 9, Ground Truth: 9, Influence Score: 2275.61962890625
Index: 17308, Salutary Label: 8, Ground Truth: 8, Influence Score: 17.53187370300293
Index: 17319, Salutary Label: 9, Ground Truth: 7, Influence Score: 560984.75
Index: 17339, Salutary Label: 9, Ground Truth: 9, Influence Score: 1473591.25
Index: 17381, Salutary Label: 1, Ground Truth: 1, Influence Score: 4.068032264709473
Index: 17397, Salutary Label: 7, Ground Truth: 7, Influence Score: 72.08453369140625
Index: 17405, Salutary Label: 5, Ground Truth: 5, Influence Score: 344.84527587890625
Index: 17417, Salutary Label: 7, Ground Truth: 7, Influence Score: 1903126.5
Index: 17449, Salutary Label: 9, Ground Truth: 9, Influence Score: 563558.625
Index: 17489, Salutary Label: 9, Ground Truth: 9, Influence Score: 871431.9375
Index: 17498, Salutary Label: 8, Ground Truth: 8, Influence Score: 14.12415885925293
Index: 17500, Salutary Label: 0, Ground Truth: 0, Influence Score: 5583.27978515625
Index: 17529, Salutary Label: 9, Ground Truth: 9, Influence Score: 5109.302734375
Index: 17533, Salutary Label: 3, Ground Truth: 6, Influence Score: 565387.75
Index: 17549, Salutary Label: 9, Ground Truth: 9, Influence Score: 2637.65478515625
Index: 17561, Salutary Label: 1, Ground Truth: 1, Influence Score: 627.7769775390625
Index: 17578, Salutary Label: 8, Ground Truth: 8, Influence Score: 10.041001319885254
Index: 17599, Salutary Label: 9, Ground Truth: 9, Influence Score: 1701025.0
Index: 17615, Salutary Label: 5, Ground Truth: 5, Influence Score: 1715366.0
Index: 17623, Salutary Label: 3, Ground Truth: 6, Influence Score: 90440.671875
Index: 17638, Salutary Label: 8, Ground Truth: 8, Influence Score: 3818.72607421875
Index: 17677, Salutary Label: 7, Ground Truth: 7, Influence Score: 655488.875
Index: 17730, Salutary Label: 0, Ground Truth: 0, Influence Score: 3.8273656368255615
Index: 17755, Salutary Label: 5, Ground Truth: 5, Influence Score: 1278352.875
Index: 17767, Salutary Label: 7, Ground Truth: 7, Influence Score: 87.17897033691406
Index: 17775, Salutary Label: 5, Ground Truth: 5, Influence Score: 2209.37060546875
Index: 17808, Salutary Label: 8, Ground Truth: 8, Influence Score: 43.45269012451172
Index: 17829, Salutary Label: 9, Ground Truth: 9, Influence Score: 36074.4140625
Index: 17835, Salutary Label: 5, Ground Truth: 3, Influence Score: 91532.265625
Index: 17845, Salutary Label: 5, Ground Truth: 4, Influence Score: 45324.54296875
Index: 17871, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.40445804595947266
Index: 17889, Salutary Label: 9, Ground Truth: 9, Influence Score: 134.41383361816406
Index: 17891, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.0081541538238525
Index: 17901, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.00638290960341692
Index: 17915, Salutary Label: 5, Ground Truth: 5, Influence Score: 853745.875
Index: 17929, Salutary Label: 9, Ground Truth: 9, Influence Score: 143657.8125
Index: 17998, Salutary Label: 8, Ground Truth: 8, Influence Score: 6685.1025390625
Index: 18000, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.04618843272328377
Index: 18031, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.00027915765531361103
Index: 18040, Salutary Label: 0, Ground Truth: 8, Influence Score: 26.668537139892578
Index: 18067, Salutary Label: 7, Ground Truth: 7, Influence Score: 82.30426788330078
Index: 18121, Salutary Label: 1, Ground Truth: 1, Influence Score: 31.346179962158203
Index: 18141, Salutary Label: 1, Ground Truth: 4, Influence Score: 1019671.5625
Index: 18153, Salutary Label: 3, Ground Truth: 7, Influence Score: 798010.5
Index: 18168, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.04344898462295532
Index: 18198, Salutary Label: 8, Ground Truth: 9, Influence Score: 12.225970268249512
Index: 18247, Salutary Label: 7, Ground Truth: 7, Influence Score: 27.769052505493164
Index: 18259, Salutary Label: 9, Ground Truth: 8, Influence Score: 985459.0
Index: 18266, Salutary Label: 6, Ground Truth: 6, Influence Score: 153.14138793945312
Index: 18277, Salutary Label: 7, Ground Truth: 7, Influence Score: 50.83164978027344
Index: 18295, Salutary Label: 5, Ground Truth: 5, Influence Score: 1481.200927734375
Index: 18318, Salutary Label: 8, Ground Truth: 8, Influence Score: 302.1109619140625
Index: 18321, Salutary Label: 1, Ground Truth: 1, Influence Score: 1161511.25
Index: 18377, Salutary Label: 7, Ground Truth: 7, Influence Score: 6367.1005859375
Index: 18389, Salutary Label: 9, Ground Truth: 9, Influence Score: 3.8106942176818848
Index: 18401, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.2768382132053375
Index: 18411, Salutary Label: 1, Ground Truth: 1, Influence Score: 13009.6826171875
Index: 18439, Salutary Label: 9, Ground Truth: 9, Influence Score: 30421.4375
Index: 18468, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.4080989360809326
Index: 18486, Salutary Label: 6, Ground Truth: 6, Influence Score: 28228.306640625
Index: 18509, Salutary Label: 9, Ground Truth: 9, Influence Score: 254941.5
Index: 18520, Salutary Label: 0, Ground Truth: 0, Influence Score: 33.55524444580078
Index: 18539, Salutary Label: 9, Ground Truth: 9, Influence Score: 2949.16357421875
Index: 18558, Salutary Label: 8, Ground Truth: 4, Influence Score: 129942.921875
Index: 18565, Salutary Label: 5, Ground Truth: 5, Influence Score: 663337.625
Index: 18588, Salutary Label: 8, Ground Truth: 8, Influence Score: 30.27985382080078
Index: 18611, Salutary Label: 1, Ground Truth: 1, Influence Score: 64701.3203125
Index: 18631, Salutary Label: 1, Ground Truth: 1, Influence Score: 5.174731086299289e-06
Index: 18659, Salutary Label: 9, Ground Truth: 9, Influence Score: 38814.8046875
Index: 18699, Salutary Label: 9, Ground Truth: 0, Influence Score: 1791932.0
Index: 18701, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.3777830310555146e-08
Index: 18711, Salutary Label: 1, Ground Truth: 1, Influence Score: 9.390523910522461
Index: 18767, Salutary Label: 7, Ground Truth: 7, Influence Score: 1993000.75
Index: 18779, Salutary Label: 9, Ground Truth: 9, Influence Score: 0.000552370329387486
Index: 18781, Salutary Label: 1, Ground Truth: 1, Influence Score: 2199.589599609375
Index: 18817, Salutary Label: 7, Ground Truth: 7, Influence Score: 119416.5703125
Index: 18850, Salutary Label: 0, Ground Truth: 0, Influence Score: 8.114645957946777
Index: 18889, Salutary Label: 9, Ground Truth: 9, Influence Score: 450603.0625
Index: 18900, Salutary Label: 0, Ground Truth: 0, Influence Score: 2.0428574085235596
Index: 18921, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0029968060553073883
Index: 18937, Salutary Label: 7, Ground Truth: 7, Influence Score: 61.022647857666016
Index: 18947, Salutary Label: 7, Ground Truth: 7, Influence Score: 309130.21875
Index: 18969, Salutary Label: 9, Ground Truth: 9, Influence Score: 919.4464721679688
Index: 18983, Salutary Label: 3, Ground Truth: 4, Influence Score: 761665.125
Index: 18990, Salutary Label: 0, Ground Truth: 0, Influence Score: 1.0739102363586426
Index: 19027, Salutary Label: 7, Ground Truth: 7, Influence Score: 3.1532584898741334e-07
Index: 19031, Salutary Label: 1, Ground Truth: 1, Influence Score: 2427.540283203125
Index: 19055, Salutary Label: 5, Ground Truth: 5, Influence Score: 13.700075149536133
Index: 19079, Salutary Label: 9, Ground Truth: 8, Influence Score: 45596.5
Index: 19081, Salutary Label: 1, Ground Truth: 1, Influence Score: 15274.27734375
Index: 19101, Salutary Label: 1, Ground Truth: 9, Influence Score: 34.65744400024414
Index: 19110, Salutary Label: 0, Ground Truth: 0, Influence Score: 29.121660232543945
Index: 19129, Salutary Label: 9, Ground Truth: 4, Influence Score: 1382945.5
Index: 19141, Salutary Label: 1, Ground Truth: 1, Influence Score: 2510.9609375
Index: 19175, Salutary Label: 5, Ground Truth: 5, Influence Score: 257.20208740234375
Index: 19201, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.09428266435861588
Index: 19211, Salutary Label: 1, Ground Truth: 1, Influence Score: 57.569305419921875
Index: 19257, Salutary Label: 7, Ground Truth: 2, Influence Score: 1860959.0
Index: 19272, Salutary Label: 2, Ground Truth: 2, Influence Score: 90.37068176269531
Index: 19285, Salutary Label: 5, Ground Truth: 5, Influence Score: 5.046629428863525
Index: 19341, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.04277366027235985
Index: 19353, Salutary Label: 3, Ground Truth: 6, Influence Score: 446654.5
Index: 19378, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.002144862664863467
Index: 19421, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.003713937010616064
Index: 19438, Salutary Label: 8, Ground Truth: 0, Influence Score: 1204674.5
Index: 19445, Salutary Label: 5, Ground Truth: 5, Influence Score: 2293.298828125
Index: 19467, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.11753125488758087
Index: 19493, Salutary Label: 3, Ground Truth: 6, Influence Score: 29816.484375
Index: 19536, Salutary Label: 6, Ground Truth: 6, Influence Score: 15.088431358337402
Index: 19547, Salutary Label: 7, Ground Truth: 3, Influence Score: 4330.3994140625
Index: 19574, Salutary Label: 4, Ground Truth: 4, Influence Score: 2.70238995552063
Index: 19607, Salutary Label: 7, Ground Truth: 7, Influence Score: 27.049266815185547
Index: 19627, Salutary Label: 7, Ground Truth: 4, Influence Score: 79.1302719116211
Index: 19630, Salutary Label: 0, Ground Truth: 0, Influence Score: 7058.794921875
Index: 19643, Salutary Label: 3, Ground Truth: 3, Influence Score: 577185.3125
Index: 19658, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.019886579364538193
Index: 19667, Salutary Label: 7, Ground Truth: 5, Influence Score: 29738.923828125
Index: 19678, Salutary Label: 8, Ground Truth: 8, Influence Score: 30.84316635131836
Index: 19701, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.001810095040127635
Index: 19719, Salutary Label: 9, Ground Truth: 9, Influence Score: 655.412841796875
Index: 19723, Salutary Label: 3, Ground Truth: 0, Influence Score: 1475455.75
Index: 19731, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.000136292859679088
Index: 19771, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.0004951447481289506
Index: 19791, Salutary Label: 1, Ground Truth: 8, Influence Score: 1302824.0
Index: 19808, Salutary Label: 8, Ground Truth: 8, Influence Score: 9379.5322265625
Index: 19845, Salutary Label: 5, Ground Truth: 2, Influence Score: 1013037.6875
Index: 19878, Salutary Label: 8, Ground Truth: 8, Influence Score: 11603.8642578125
Index: 19887, Salutary Label: 7, Ground Truth: 7, Influence Score: 4550.681640625
Index: 19899, Salutary Label: 9, Ground Truth: 0, Influence Score: 266107.0
Index: 19928, Salutary Label: 8, Ground Truth: 8, Influence Score: 568.9039306640625
Index: 19937, Salutary Label: 7, Ground Truth: 7, Influence Score: 294.70574951171875
Index: 19941, Salutary Label: 1, Ground Truth: 1, Influence Score: 64.91926574707031
Index: 19959, Salutary Label: 9, Ground Truth: 8, Influence Score: 1757422.375
Index: 19972, Salutary Label: 2, Ground Truth: 2, Influence Score: 58955.546875
Index: 20069, Salutary Label: 9, Ground Truth: 9, Influence Score: 427.7201232910156
Index: 20070, Salutary Label: 0, Ground Truth: 2, Influence Score: 3.238582134246826
Index: 20103, Salutary Label: 3, Ground Truth: 3, Influence Score: 1619621.75
Index: 20131, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.22200867533683777
Index: 20145, Salutary Label: 5, Ground Truth: 6, Influence Score: 140016.953125
Index: 20171, Salutary Label: 1, Ground Truth: 1, Influence Score: 1344.6451416015625
Index: 20187, Salutary Label: 7, Ground Truth: 4, Influence Score: 37215.76171875
Index: 20224, Salutary Label: 4, Ground Truth: 4, Influence Score: 15.021378517150879
Index: 20241, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.2748382091522217
Index: 20255, Salutary Label: 5, Ground Truth: 3, Influence Score: 102542.7578125
Index: 20261, Salutary Label: 1, Ground Truth: 1, Influence Score: 10829.6982421875
Index: 20308, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.41106680035591125
Index: 20348, Salutary Label: 8, Ground Truth: 8, Influence Score: 21051.33984375
Index: 20373, Salutary Label: 3, Ground Truth: 2, Influence Score: 294198.5625
Index: 20391, Salutary Label: 1, Ground Truth: 1, Influence Score: 75.8599853515625
Index: 20420, Salutary Label: 0, Ground Truth: 0, Influence Score: 774.2161254882812
Index: 20431, Salutary Label: 1, Ground Truth: 1, Influence Score: 1788.350830078125
Index: 20446, Salutary Label: 6, Ground Truth: 6, Influence Score: 2612.6142578125
Index: 20479, Salutary Label: 9, Ground Truth: 0, Influence Score: 1845135.5
Correct labels: 754/989
