Index: 11, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.03363306075334549
Index: 19477, Salutary Label: 7, Ground Truth: 2, Influence Score: 214952.265625
Index: 19488, Salutary Label: 8, Ground Truth: 8, Influence Score: 1233737.0
Index: 19520, Salutary Label: 0, Ground Truth: 0, Influence Score: 6.733306407928467
Index: 19547, Salutary Label: 7, Ground Truth: 2, Influence Score: 1831924.75
Index: 19568, Salutary Label: 8, Ground Truth: 8, Influence Score: 919341.1875
Index: 19581, Salutary Label: 1, Ground Truth: 1, Influence Score: 57418.6875
Index: 19591, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.09802069514989853
Index: 19624, Salutary Label: 4, Ground Truth: 4, Influence Score: 200262.109375
Index: 19687, Salutary Label: 7, Ground Truth: 0, Influence Score: 13218.982421875
Index: 19722, Salutary Label: 2, Ground Truth: 2, Influence Score: 1146522.625
Index: 19731, Salutary Label: 1, Ground Truth: 1, Influence Score: 115.20111083984375
Index: 19744, Salutary Label: 4, Ground Truth: 4, Influence Score: 1599173.875
Index: 19768, Salutary Label: 8, Ground Truth: 7, Influence Score: 1177565.0
Index: 19851, Salutary Label: 1, Ground Truth: 1, Influence Score: 255988.390625
Index: 19867, Salutary Label: 7, Ground Truth: 7, Influence Score: 358726.5
Index: 19935, Salutary Label: 5, Ground Truth: 5, Influence Score: 724.33447265625
Index: 19950, Salutary Label: 0, Ground Truth: 0, Influence Score: 9.574411392211914
Index: 19971, Salutary Label: 1, Ground Truth: 1, Influence Score: 110058.578125
Index: 20047, Salutary Label: 7, Ground Truth: 7, Influence Score: 6724.31201171875
Index: 20061, Salutary Label: 1, Ground Truth: 1, Influence Score: 185.99688720703125
Index: 20111, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.02314184047281742
Index: 20163, Salutary Label: 3, Ground Truth: 3, Influence Score: 1613349.5
Index: 20211, Salutary Label: 1, Ground Truth: 1, Influence Score: 4.451333999633789
Index: 20250, Salutary Label: 0, Ground Truth: 0, Influence Score: 17700.58984375
Index: 20285, Salutary Label: 5, Ground Truth: 5, Influence Score: 2803.06884765625
Index: 20290, Salutary Label: 0, Ground Truth: 0, Influence Score: 644008.0
Index: 20317, Salutary Label: 7, Ground Truth: 7, Influence Score: 226.0870361328125
Index: 20329, Salutary Label: 9, Ground Truth: 3, Influence Score: 1512028.5
Index: 20341, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.1565786600112915
Index: 20357, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.06569782644510269
Index: 20365, Salutary Label: 5, Ground Truth: 5, Influence Score: 134.5320281982422
Index: 20373, Salutary Label: 3, Ground Truth: 3, Influence Score: 649190.0625
Index: 20427, Salutary Label: 7, Ground Truth: 7, Influence Score: 48.493446350097656
Index: 20430, Salutary Label: 0, Ground Truth: 2, Influence Score: 1491872.125
Index: 20440, Salutary Label: 0, Ground Truth: 0, Influence Score: 694.4088745117188
Index: 20452, Salutary Label: 2, Ground Truth: 2, Influence Score: 1193427.75
Index: 20468, Salutary Label: 8, Ground Truth: 0, Influence Score: 883654.0
Correct labels: 625/718
